;x.0;x.1;x.2;x.3;x.4;x.5;x.6;x.7;x.8;x.9;x.10;x.11;x.12;x.13;x.14;x.20;x.17;x.18;x.19;x.16;y
223;a;18,83;9.54;u;g;aa;v;0.085;t;f;f;f;g;100.0;f;t;73,43702356;53,26096595;100000.0;f;good
224;a;37,75;5.5;u;g;q;v;0.125;t;f;f;t;g;228.0;f;t;143,1182235;31,32281807;228000.0;f;good
225;b;23,25;4.0;u;g;c;bb;0.25;t;f;f;t;g;160.0;f;t;89,76743426;21,77918836;160000.0;f;good
226;b;18,08;5.5;u;g;k;v;0.5;t;f;f;f;g;80.0;f;t;67,19429416;31,70129184;80000.0;f;good
227;a;22,5;8.46;y;p;x;v;2.46;a;f;f;f;g;164.0;f;f;83,54639045;48,49853299;164000.0;f;good
228;b;19,67;0.375;u;g;q;v;2.0;t;t;2;t;g;80.0;f;t;76,48492584;1,719608333;80000.0;?;good
229;b;22,08;11.0;u;g;cc;v;0.665;t;f;f;f;g;100.0;f;t;81,86459837;64,00761209;100000.0;f;good
230;b;25,17;3.5;u;g;cc;v;0.625;t;t;7;f;g;f;7059;t;92,96459239;19,78938754;f;f;good
231;a;47,42;3.0;u;g;x;v;13.875;t;t;2;t;g;519.0;1704;t;177,2729492;18,64143363;519000.0;f;good
232;b;33,5;1.75;u;g;x;h;4.5;t;t;4;t;g;253.0;857;t;126,9109492;8,580366165;253000.0;f;good
233;b;27,67;13.75;u;g;w;v;5.75;t;f;f;t;g;487.0;500;t;100,0053693;77,8604752;487000.0;f;good
234;a;58,42;21.0;u;g;i;bb;10.0;t;t;13;f;g;f;6700;t;219,8801444;117,0437714;f;f;good
235;a;20,67;1.835;u;g;q;v;2.085;t;t;5;f;g;220.0;2503;t;82,82645263;10,68037222;220000.0;f;good
236;b;26,17;0.25;u;g;i;bb;f;t;f;f;t;g;f;f;t;100,3012709;1,653224811;f;f;good
237;b;21,33;7.5;u;g;aa;v;1.415;t;t;t;f;g;80.0;9800;t;75,90050416;42,6489678;80000.0;f;good
238;b;42,83;4.625;u;g;q;v;4.58;t;f;f;f;s;f;f;t;163,5249048;26,20066382;f;?;good
239;b;38,17;10.125;u;g;x;v;2.5;t;t;6;f;g;520.0;196;t;143,8557312;56,83316539;520000.0;f;good
240;b;20,5;10.0;y;p;c;v;2.5;t;f;f;f;s;40.0;f;t;74,8348838;56,75879903;40000.0;f;good
241;b;48,25;25.085;u;g;w;v;1.75;t;t;3;f;g;120.0;14;t;178,4932374;141,3182182;120000.0;f;good
242;b;28,33;5.0;u;g;w;v;11.0;t;f;f;t;g;70.0;f;t;106,9673613;25,92760238;70000.0;f;good
243;a;18,75;7.5;u;g;q;v;2.71;t;t;5;f;g;?;26726;t;69,46704957;42,22047003;?;f;good
244;b;18,5;2.0;u;g;i;v;1.5;t;t;2;f;g;120.0;300;t;70,87873973;12,05192681;120000.0;f;good
245;b;33,17;3.04;y;p;c;h;2.04;t;t;t;t;g;180.0;18027;t;125,683026;17,99656465;180000.0;f;good
246;b;45;8.5;u;g;cc;h;14.0;t;t;t;t;g;88.0;2000;t;169,981774;47,53953639;88000.0;f;good
247;a;19,67;0.21;u;g;q;h;0.29;t;t;11;f;g;80.0;99;t;70,19643608;1,756891527;80000.0;f;good
248;?;24,5;12.75;u;g;c;bb;4.75;t;t;2;f;g;73.0;444;t;90,31758426;71,2004779;73000.0;f;good
249;b;21,83;11.0;u;g;x;v;0.29;t;t;6;f;g;121.0;f;t;80,84497013;61,46330218;121000.0;?;good
250;b;40,25;21.5;u;g;e;z;20.0;t;t;11;f;g;f;1200;t;155,2640376;121,4989559;f;?;good
251;b;41,42;5.0;u;g;q;h;5.0;t;t;6;t;g;470.0;f;t;159,6329562;26,81451721;470000.0;f;good
252;a;17,83;11.0;u;g;x;h;t;t;t;11;f;g;f;3000;t;69,40477289;61,38844002;f;?;good
253;b;23,17;11.125;u;g;x;h;0.46;t;t;t;f;g;100.0;f;t;87,33925329;63,28615025;100000.0;f;good
254;b;?;0.625;u;g;k;v;0.25;a;f;f;f;g;380.0;2010;f;?;3,087670673;380000.0;?;bad
255;b;18,17;10.25;u;g;c;h;1.085;b;f;f;f;g;320.0;13;f;67,66631642;56,18994432;320000.0;?;bad
256;b;20;11.045;u;g;c;v;2.0;a;f;f;t;g;136.0;f;f;73,09439316;62,04505851;136000.0;t;bad
257;b;20;f;u;g;d;v;0.5;c;f;f;f;g;144.0;f;f;74,99020882;-0,780654585;144000.0;?;bad
258;a;20,75;9.54;u;g;i;v;0.04;a;f;f;f;g;200.0;1000;f;77,28843452;54,20156461;200000.0;t;bad
259;a;24,5;1.75;y;p;c;v;0.165;b;f;f;f;g;132.0;f;f;93,61379649;10,28154401;132000.0;?;bad
260;b;32,75;2.335;u;g;d;h;5.75;c;f;f;t;g;292.0;f;f;123,061965;11,42606315;292000.0;t;bad
261;a;52,17;f;y;p;ff;ff;f;b;f;f;f;g;f;f;f;194,6284676;-0,523122586;f;?;bad
262;a;48,17;1.335;u;g;i;o;0.335;c;f;f;f;g;f;120;f;185,1342681;8,678479661;f;t;bad
263;a;20,42;10.5;y;p;x;h;f;a;f;f;t;g;154.0;32;f;75,51572955;58,30080372;154000.0;t;bad
264;b;50,75;0.585;u;g;ff;ff;f;c;f;f;f;g;145.0;f;f;193,5931291;4,641248989;145000.0;t;bad
265;b;17,08;0.085;y;p;c;v;0.04;b;f;f;f;g;140.0;722;f;65,66931989;-0,673289636;140000.0;t;bad
266;b;18,33;1.21;y;p;e;dd;f;a;f;f;f;g;100.0;f;f;70,62435368;5,307899194;100000.0;t;bad
267;a;32;6.0;u;g;d;v;1.25;c;f;f;f;g;272.0;f;f;122,3392266;32,90451095;272000.0;?;bad
268;b;59,67;1.54;u;g;q;v;0.125;t;f;f;t;g;260.0;f;t;227,6280935;8,226413429;260000.0;f;good
269;b;18;0.165;u;g;q;n;0.21;c;f;f;f;g;200.0;40;f;67,289158;0,71504859;200000.0;f;good
270;b;37,58;f;?;?;?;?;f;c;f;f;f;p;?;f;f;143,7198497;0,453010332;?;f;good
271;b;32,33;2.5;u;g;c;v;1.25;a;f;f;t;g;280.0;f;f;121,8580447;15,20750299;280000.0;t;bad
272;b;18,08;6.75;y;p;m;v;0.04;b;f;f;f;g;140.0;f;f;72,48239552;38,11962659;140000.0;?;bad
273;b;38,25;10.125;y;p;k;v;0.125;c;f;f;f;g;160.0;f;f;145,6924698;57,20967733;160000.0;t;bad
274;b;30,67;2.5;u;g;cc;h;2.25;c;f;f;t;s;340.0;f;f;116,5055526;14,67044146;340000.0;t;bad
275;b;18,58;5.71;u;g;d;v;0.54;c;f;f;f;g;120.0;f;f;71,23844411;30,30856739;120000.0;t;bad
276;a;19,17;5.415;u;g;i;h;0.29;c;f;f;f;g;80.0;484;f;69,69690091;31,56744078;80000.0;t;bad
277;a;18,17;10.0;y;p;q;h;0.165;b;f;f;f;g;340.0;f;f;71,01023495;57,65063251;340000.0;t;bad
278;b;24,58;13.5;y;p;ff;ff;f;c;f;f;f;g;?;f;f;95,56229808;76,59677147;?;?;bad
279;b;16,25;0.835;u;g;m;v;0.085;t;f;f;f;s;200.0;f;t;61,97257315;6,002332897;200000.0;t;bad
280;b;21,17;0.875;y;p;c;h;0.25;a;f;f;f;g;280.0;204;f;80,98253646;5,482373566;280000.0;?;bad
281;b;23,92;0.585;y;p;cc;h;0.125;c;f;f;f;g;240.0;t;f;88,98152001;2,514870651;240000.0;t;bad
282;b;17,67;4.46;u;g;c;v;0.25;b;f;f;f;s;80.0;f;f;67,15788315;26,98430915;80000.0;?;bad
283;a;16,5;1.25;u;g;q;v;0.25;c;t;t;f;g;108.0;98;f;64,90832408;7,65174076;108000.0;t;bad
284;b;23,25;12.625;u;g;c;v;0.125;b;t;2;f;g;f;5552;f;90,10423575;70,19329887;f;t;bad
285;b;17,58;10.0;u;g;w;h;0.165;c;t;t;f;g;120.0;t;f;67,38855794;55,90987881;120000.0;?;bad
286;a;?;1.5;u;g;ff;ff;f;c;t;2;t;g;200.0;105;f;?;8,166155549;200000.0;t;bad
287;b;29,5;0.58;u;g;w;v;0.29;c;t;t;f;g;340.0;2803;f;113,670301;2,581185114;340000.0;t;bad
288;b;18,83;0.415;y;p;c;v;0.165;b;t;t;f;g;200.0;t;f;69,03490643;1,676751448;200000.0;t;bad
289;a;21,75;1.75;y;p;j;j;f;b;f;f;f;g;160.0;f;f;82,47045991;10,28753533;160000.0;t;bad
290;b;23;0.75;u;g;m;v;0.5;a;f;f;t;s;320.0;f;f;84,86447312;3,428492698;320000.0;t;bad
291;a;18,25;10.0;u;g;w;v;t;b;t;t;f;g;120.0;t;f;69,76444839;56,10922441;120000.0;t;bad
292;b;25,42;0.54;u;g;w;v;0.165;a;t;t;f;g;272.0;444;f;93,59894969;1,880820989;272000.0;t;bad
293;b;35,75;2.415;u;g;w;v;0.125;b;t;2;f;g;220.0;t;f;133,5564271;13,78437877;220000.0;?;bad
294;a;16,08;0.335;u;g;ff;ff;f;c;t;t;f;g;160.0;126;f;61,84533153;0,516949993;160000.0;?;bad
295;a;31,92;3.125;u;g;ff;ff;3.04;c;t;2;t;g;200.0;4;f;122,0485226;17,73829529;200000.0;t;bad
296;b;69,17;9.0;u;g;ff;ff;4.0;b;t;t;f;g;70.0;6;f;259,424101;51,49677861;70000.0;t;bad
297;b;32,92;2.5;u;g;aa;v;1.75;c;t;2;t;g;720.0;f;f;120,9653077;14,70752619;720000.0;t;bad
298;b;16,33;2.75;u;g;aa;v;0.665;b;t;t;f;g;80.0;21;f;59,8497091;16,89104081;80000.0;t;bad
299;b;22,17;12.125;u;g;c;v;3.335;c;t;2;t;g;180.0;173;f;84,30136172;68,31773083;180000.0;t;bad
300;a;57,58;2.0;u;g;ff;ff;6.5;b;t;t;f;g;f;10;f;218,7683023;11,78427433;f;?;bad
301;b;18,25;0.165;u;g;d;v;0.25;c;f;f;t;s;280.0;f;f;69,58567256;0,711925909;280000.0;t;bad
302;b;23,42;t;u;g;c;v;0.5;b;f;f;t;s;280.0;f;f;88,43859122;4,880149654;280000.0;t;bad
303;a;15,92;2.875;u;g;q;v;0.085;b;f;f;f;g;120.0;f;f;60,46695905;15,86243209;120000.0;t;bad
304;a;24,75;13.665;u;g;q;h;1.5;c;f;f;f;g;280.0;t;f;96,17646874;78,17074555;280000.0;t;bad
305;b;48,75;26.335;y;p;ff;ff;f;t;f;f;t;g;f;f;t;186,9473716;148,265741;f;t;bad
306;b;23,5;2.75;u;g;ff;ff;4.5;a;f;f;f;g;160.0;25;f;87,10068689;15,18712132;160000.0;t;bad
307;b;18,58;10.29;u;g;ff;ff;0.415;b;f;f;f;g;80.0;f;f;68,35260778;57,64344147;80000.0;t;bad
308;b;27,75;1.29;u;g;k;h;0.25;b;f;f;t;s;140.0;f;f;108,0116886;6,434551942;140000.0;?;bad
309;a;31,75;3.0;y;p;j;j;f;a;f;f;f;g;160.0;20;f;119,8453299;18,04731093;160000.0;t;bad
310;a;24,83;4.5;u;g;w;v;t;b;f;f;t;g;360.0;6;f;92,86099148;24,57493404;360000.0;t;bad
311;b;19;1.75;y;p;c;v;2.335;b;f;f;t;g;112.0;6;f;70,96483191;10,49604037;112000.0;?;bad
312;a;16,33;0.21;u;g;aa;v;0.125;a;f;f;f;g;200.0;t;f;60,09384927;1,844852757;200000.0;?;bad
313;a;18,58;10.0;u;g;d;v;0.415;c;f;f;f;g;80.0;42;f;68,17893323;56,70860766;80000.0;t;bad
314;b;16,25;f;y;p;aa;v;0.25;c;f;f;f;g;60.0;f;f;59,95960714;1,49814035;60000.0;t;bad
315;b;23;0.75;u;g;m;v;0.5;t;f;f;t;s;320.0;f;t;84,99695271;3,287138621;320000.0;t;bad
316;b;21,17;0.25;y;p;c;h;0.25;a;f;f;f;g;280.0;204;f;82,1801739;2,330453077;280000.0;?;bad
317;b;17,5;22.0;l;gg;ff;o;f;b;f;f;t;p;450.0;100000;f;65,91824806;123,449825;450000.0;f;good
318;b;19,17;f;y;p;m;bb;f;c;f;f;t;s;500.0;t;f;71,01284547;0,297555636;500000.0;f;good
319;b;36,75;0.125;y;p;c;v;1.5;c;f;f;t;g;232.0;113;f;137,1327587;1,605772213;232000.0;?;good
320;b;21,25;1.5;u;g;w;v;1.5;b;f;f;f;g;150.0;8;f;77,79184881;8,615701696;150000.0;f;good
321;a;18,08;0.375;l;gg;cc;ff;10.0;a;f;f;t;s;300.0;f;f;70,38501832;2,79666452;300000.0;f;good
322;a;33,67;0.375;u;g;cc;v;0.375;c;f;f;f;g;300.0;44;f;128,2030922;2,970301096;300000.0;?;good
323;b;48,58;0.205;y;p;k;v;0.25;t;t;11;f;g;380.0;2732;t;183,2400637;1,631108008;380000.0;f;good
324;b;33,67;1.25;u;g;w;v;1.165;c;f;f;f;g;120.0;f;f;126,4205223;7,527580463;120000.0;t;bad
325;a;29,5;1.085;y;p;x;v;t;b;f;f;f;g;280.0;13;f;110,237851;6,837659135;280000.0;t;bad
326;b;30,17;1.085;y;p;c;v;0.04;b;f;f;f;g;170.0;179;f;115,8359788;6,156563107;170000.0;t;bad
327;?;40,83;3.5;u;g;i;bb;0.5;b;f;f;f;s;1160.0;f;f;152,4143153;20,38525044;1160000.0;t;bad
328;b;34,83;2.5;y;p;w;v;3.0;b;f;f;f;s;200.0;f;f;129,5689455;14,58329235;200000.0;?;bad
329;b;?;4.0;y;p;i;v;0.085;c;f;f;t;g;411.0;f;f;?;24,78567972;411000.0;?;bad
330;b;20,42;f;?;?;?;?;f;a;f;f;f;p;?;f;f;75,66161864;-1,315687701;?;t;bad
331;a;33,25;2.5;y;p;c;v;2.5;a;f;f;t;g;f;2;f;122,5874991;14,60905287;f;t;bad
332;b;34,08;2.5;u;g;c;v;t;c;f;f;f;g;460.0;16;f;126,6347499;14,33355564;460000.0;?;bad
333;a;25,25;12.5;u;g;d;v;t;c;f;f;t;g;180.0;1062;f;95,19668802;70,4146946;180000.0;?;bad
334;b;34,75;2.5;u;g;cc;bb;0.5;c;f;f;f;g;348.0;f;f;129,0725004;15,56603893;348000.0;t;bad
335;b;27,67;0.75;u;g;q;h;0.165;a;f;f;t;g;220.0;251;f;103,2453105;1,472581106;220000.0;?;bad
336;b;47,33;6.5;u;g;c;v;t;a;f;f;t;g;f;228;f;179,2529363;37,40047991;f;t;bad
337;a;34,83;1.25;y;p;i;h;0.5;c;f;f;t;g;160.0;f;f;133,9838239;8,377190506;160000.0;t;bad
338;a;33,25;3.0;y;p;aa;v;2.0;a;f;f;f;g;180.0;f;f;126,5335925;16,68296963;180000.0;?;bad
339;b;28;3.0;u;g;w;v;0.75;c;f;f;t;g;300.0;67;f;107,9439223;15,95115238;300000.0;t;bad
340;a;39,08;4.0;u;g;c;v;3.0;b;f;f;f;g;480.0;f;f;147,9222224;22,76180438;480000.0;?;bad
341;b;42,75;4.085;u;g;aa;v;0.04;c;f;f;f;g;108.0;100;f;163,0210165;22,6039533;108000.0;t;bad
342;b;26,92;2.25;u;g;i;bb;0.5;c;f;f;t;g;640.0;4000;f;100,8593558;13,23447023;640000.0;t;bad
343;b;33,75;2.75;u;g;i;bb;f;c;f;f;f;g;180.0;f;f;127,4543904;16,51270721;180000.0;?;bad
344;b;38,92;1.75;u;g;k;v;0.5;a;f;f;t;g;300.0;2;f;148,6379621;8,828013594;300000.0;?;bad
345;b;62,75;7.0;u;g;e;z;f;b;f;f;f;g;f;12;f;238,4495609;38,9482976;f;t;bad
346;?;32,25;1.5;u;g;c;v;0.25;c;f;f;t;g;372.0;122;f;123,2483625;7,870002817;372000.0;t;bad
347;b;26,75;4.5;y;p;c;bb;2.5;b;f;f;f;g;200.0;1210;f;103,0788946;25,17949725;200000.0;t;bad
348;b;63,33;0.54;u;g;c;v;0.585;t;t;3;t;g;180.0;f;t;240,0982607;2,48676795;180000.0;t;bad
349;b;27,83;1.5;u;g;w;v;2.25;c;t;t;t;g;100.0;3;f;104,118453;9,479085737;100000.0;t;bad
350;a;26,17;2.0;u;g;j;j;f;a;f;f;t;g;276.0;t;f;97,72057035;13,55179142;276000.0;?;bad
351;b;22,17;0.585;y;p;ff;ff;f;b;f;f;f;g;100.0;f;f;85,88541713;3,293311585;100000.0;t;bad
352;b;22,5;11.5;y;p;m;v;1.5;c;f;f;t;g;f;4000;f;82,9891488;65,56286055;f;t;bad
353;b;30,75;1.585;u;g;d;v;0.585;c;f;f;t;s;f;f;f;113,3927268;10,06456323;f;t;bad
354;b;36,67;2.0;u;g;i;v;0.25;a;f;f;t;g;221.0;f;f;138,8958635;9,905779464;221000.0;t;bad
355;a;16;0.165;u;g;aa;v;t;b;t;2;t;g;320.0;t;f;60,25052399;0,390210995;320000.0;t;bad
356;b;41,17;1.335;u;g;d;v;0.165;c;f;f;f;g;168.0;f;f;154,5190507;6,214710735;168000.0;t;bad
357;a;19,5;0.165;u;g;q;v;0.04;b;f;f;t;g;380.0;f;f;75,80023427;1,840990656;380000.0;?;bad
358;b;32,42;3.0;u;g;d;v;0.165;c;f;f;t;g;120.0;f;f;125,8129982;17,50639245;120000.0;t;bad
359;a;36,75;4.71;u;g;ff;ff;f;b;f;f;f;g;160.0;f;f;140,3685223;28,08584668;160000.0;t;bad
360;a;30,25;5.5;u;g;k;v;5.5;c;f;f;t;s;100.0;f;f;115,3701568;30,49155083;100000.0;?;bad
361;b;23,08;2.5;u;g;ff;ff;0.085;a;f;f;t;g;100.0;4208;f;87,89119376;13,11704204;100000.0;t;bad
362;b;26,83;0.54;u;g;k;ff;f;b;f;f;f;g;100.0;f;f;102,4723016;1,12373664;100000.0;?;bad
363;b;16,92;0.335;y;p;k;v;0.29;c;f;f;f;s;200.0;f;f;66,88723085;2,992074528;200000.0;t;bad
364;b;24,42;2.0;u;g;e;dd;0.165;b;t;2;f;g;320.0;1300;f;92,96599026;10,8367388;320000.0;t;bad
365;b;42,83;1.25;u;g;m;v;13.875;a;t;t;t;g;352.0;112;f;161,7384485;4,561643101;352000.0;t;bad
366;a;22,75;6.165;u;g;aa;v;0.165;c;f;f;f;g;220.0;1000;f;83,83748089;34,42633857;220000.0;t;bad
367;b;39,42;1.71;y;p;m;v;0.165;c;f;f;f;s;400.0;f;f;144,7383803;9,705187773;400000.0;t;bad
368;a;23,58;11.5;y;p;k;h;3.0;a;f;f;t;g;20.0;16;f;89,44841557;62,82928056;20000.0;t;bad
369;b;21,42;0.75;y;p;r;n;0.75;c;f;f;t;g;132.0;2;f;79,88424168;6,692874928;132000.0;t;bad
370;b;33;2.5;y;p;w;v;7.0;c;f;f;t;g;280.0;f;f;124,4420972;14,71836618;280000.0;?;bad
371;b;26,33;13.0;u;g;e;dd;f;c;f;f;t;g;140.0;1110;f;98,83228819;73,27597999;140000.0;?;bad
372;a;45;4.585;u;g;k;h;t;a;f;f;t;s;240.0;f;f;168,9011742;25,19137664;240000.0;?;bad
373;b;26,25;1.54;u;g;w;v;0.125;b;f;f;f;g;100.0;f;f;100,7729988;8,191523462;100000.0;t;bad
374;?;28,17;0.585;u;g;aa;v;0.04;c;f;f;f;g;260.0;1004;f;103,4700269;4,636139789;260000.0;?;bad
375;a;20,83;0.5;y;p;e;dd;t;b;f;f;f;g;260.0;f;f;79,32892119;1,052785364;260000.0;t;bad
376;b;28,67;14.5;u;g;d;v;0.125;c;f;f;f;g;f;286;f;108,5967907;81,78091401;f;t;bad
377;b;20,67;0.835;y;p;c;v;2.0;c;f;f;t;s;240.0;f;f;78,45461522;3,577765609;240000.0;t;bad
378;b;34,42;1.335;u;g;i;bb;0.125;b;f;f;t;g;440.0;4500;f;130,6761225;5,852069546;440000.0;t;bad
379;b;33,58;0.25;u;g;i;bb;4.0;b;f;f;t;s;420.0;f;f;127,3367382;0,459305968;420000.0;t;bad
380;b;43,17;5.0;u;g;i;bb;2.25;a;f;f;t;g;141.0;f;f;163,946285;28,3127243;141000.0;?;bad
381;a;22,67;7.0;u;g;c;v;0.165;a;f;f;f;g;160.0;f;f;85,66581885;39,51703557;160000.0;t;bad
382;a;24,33;2.5;y;p;i;bb;4.5;c;f;f;f;g;200.0;456;f;90,51533219;13,80548194;200000.0;t;bad
383;a;56,83;4.25;y;p;ff;ff;5.0;c;f;f;t;g;f;4;f;214,0910514;24,18167804;f;t;bad
384;b;22,08;11.46;u;g;k;v;1.585;a;f;f;t;g;100.0;1212;f;83,64897714;63,65019919;100000.0;t;bad
385;b;34;5.5;y;p;c;v;1.5;b;f;f;t;g;60.0;f;f;134,2244108;31,93217185;60000.0;t;bad
386;b;22,58;1.5;y;p;aa;v;0.54;b;f;f;t;g;120.0;67;f;84,5919261;8,401768367;120000.0;t;bad
387;b;21,17;f;u;g;c;v;0.5;a;f;f;t;s;f;f;f;77,21072239;1,538604903;f;t;bad
388;b;26,67;14.585;u;g;i;bb;f;a;f;f;t;g;178.0;f;f;102,2004668;81,65160327;178000.0;?;bad
389;b;22,92;0.17;u;g;m;v;0.085;b;f;f;f;s;f;f;f;84,40641145;1,59801326;f;t;bad
390;b;15,17;7.0;u;g;e;v;t;c;f;f;f;g;600.0;f;f;58,26533638;38,26683798;600000.0;t;bad
391;b;39,92;5.0;u;g;i;bb;0.21;b;f;f;f;g;550.0;f;f;148,678641;28,70995655;550000.0;t;bad
392;b;27,42;12.5;u;g;aa;bb;0.25;a;f;f;t;g;720.0;f;f;102,1956978;72,12165583;720000.0;?;bad
393;b;24,75;0.54;u;g;m;v;t;a;f;f;t;g;120.0;t;f;94,41843214;2,263342278;120000.0;t;bad
394;b;41,17;1.25;y;p;w;v;0.25;c;f;f;f;g;f;195;f;157,7178958;5,759283099;f;t;bad
395;a;33,08;1.625;u;g;d;v;0.54;a;f;f;t;g;f;f;f;123,7311255;7,685372882;f;t;bad
396;b;29,83;2.04;y;p;x;h;0.04;c;f;f;f;g;128.0;t;f;112,2167709;12,81160913;128000.0;t;bad
397;a;23,58;0.585;y;p;ff;ff;0.125;c;f;f;f;g;120.0;87;f;86,79421165;5,32601155;120000.0;t;bad
398;b;26,17;12.5;y;p;k;h;1.25;c;f;f;t;g;f;17;f;96,47990371;70,9741066;f;?;bad
399;b;31;2.085;u;g;c;v;0.085;c;f;f;f;g;300.0;f;f;115,0502716;13,71268891;300000.0;t;bad
400;b;20,75;5.085;y;p;j;v;0.29;b;f;f;f;g;140.0;184;f;70,65105035;29,18162066;140000.0;t;bad
401;b;28,92;0.375;u;g;c;v;0.29;a;f;f;f;g;220.0;140;f;111,1341628;2,978258671;220000.0;t;bad
402;a;51,92;6.5;u;g;i;bb;3.085;c;f;f;t;g;73.0;f;f;194,8981624;35,71101018;73000.0;t;bad
403;a;22,67;0.335;u;g;q;v;0.75;b;f;f;f;s;160.0;f;f;83,0888992;1,071244047;160000.0;t;bad
404;b;34;5.085;y;p;i;bb;1.085;c;f;f;t;g;480.0;f;f;129,6466877;27,68622306;480000.0;t;bad
405;a;69,5;6.0;u;g;ff;ff;f;a;f;f;f;s;f;f;f;263,121437;33,79632125;f;?;bad
406;a;40,33;8.125;y;p;k;v;0.165;b;t;2;f;g;?;18;f;154,0391573;45,87622126;?;?;bad
407;a;19,58;0.665;y;p;c;v;t;a;t;t;f;g;2000.0;2;f;75,77014098;4,231809959;2000000.0;t;bad
408;b;16;3.125;u;g;w;v;0.085;b;t;t;f;g;f;6;f;57,61441369;18,38074054;f;t;bad
409;b;17,08;0.25;u;g;q;v;0.335;c;t;4;f;g;160.0;8;f;65,48513877;2,310345391;160000.0;t;bad
410;b;31,25;2.835;u;g;ff;ff;f;b;t;5;f;g;176.0;146;f;118,5592254;16,07463146;176000.0;?;bad
411;b;25,17;3.0;u;g;c;v;1.25;b;t;t;f;g;f;22;f;94,36733848;17,27314763;f;t;bad
412;a;22,67;0.79;u;g;i;v;0.085;b;f;f;f;g;144.0;f;f;85,58550792;3,41878251;144000.0;t;bad
413;b;40,58;1.5;u;g;i;bb;f;b;f;f;f;s;300.0;f;f;152,0458352;7,525141921;300000.0;t;bad
414;b;22,25;0.46;u;g;k;v;0.125;a;f;f;t;g;280.0;55;f;84,93147397;2,82805329;280000.0;?;bad
415;a;22,25;1.25;y;p;ff;ff;3.25;a;f;f;f;g;280.0;f;f;85,02024139;7,199069763;280000.0;t;bad
416;b;22,5;0.125;y;p;k;v;0.125;a;f;f;f;g;200.0;70;f;81,41772953;2,046227935;200000.0;t;bad
417;b;23,58;1.79;u;g;c;v;0.54;b;f;f;t;g;136.0;t;f;87,49407337;9,714586461;136000.0;t;bad
418;b;38,42;0.705;u;g;c;v;0.375;b;t;2;f;g;225.0;500;f;142,4501824;2,853853148;225000.0;t;bad
419;a;26,58;2.54;y;p;ff;ff;f;a;f;f;t;g;180.0;60;f;102,1515345;14,73906984;180000.0;t;bad
420;b;35;2.5;u;g;i;v;t;b;f;f;t;g;210.0;f;f;134,7448002;13,10047057;210000.0;?;bad
421;b;20,42;1.085;u;g;q;v;1.5;b;f;f;f;g;108.0;7;f;75,78206752;5,374472103;108000.0;t;bad
422;b;29,42;1.25;u;g;w;v;1.75;b;f;f;f;g;200.0;f;f;106,9352612;6,1821333;200000.0;t;bad
423;b;26,17;0.835;u;g;cc;v;1.165;b;f;f;f;g;100.0;f;f;100,0828026;3,062922672;100000.0;t;bad
424;b;33,67;2.165;u;g;c;v;1.5;a;f;f;f;p;120.0;f;f;126,4446504;12,69389223;120000.0;t;bad
425;b;24,58;1.25;u;g;c;v;0.25;b;f;f;f;g;110.0;f;f;89,42452868;8,213716918;110000.0;?;bad
426;a;27,67;2.04;u;g;w;v;0.25;b;f;f;t;g;180.0;50;f;101,5191371;11,21853711;180000.0;t;bad
427;b;37,5;0.835;u;g;e;v;0.04;a;f;f;f;g;120.0;5;f;140,1169678;4,685252439;120000.0;?;bad
428;b;49,17;2.29;u;g;ff;ff;0.29;a;f;f;f;g;200.0;3;f;187,1045992;11,37854019;200000.0;t;bad
429;b;33,58;0.335;y;p;cc;v;0.085;c;f;f;f;g;180.0;f;f;130,9043651;1,624069834;180000.0;t;bad
430;b;51,83;3.0;y;p;ff;ff;1.5;c;f;f;f;g;180.0;4;f;193,7222509;15,02582812;180000.0;t;bad
431;b;22,92;3.165;y;p;c;v;0.165;c;f;f;f;g;160.0;1058;f;82,67847181;18,3554421;160000.0;t;bad
432;b;21,83;1.54;u;g;k;v;0.085;a;f;f;t;g;356.0;f;f;81,15329753;8,807389982;356000.0;t;bad
433;b;25,25;t;u;g;aa;v;0.5;c;f;f;f;g;200.0;f;f;96,59285196;6,070085031;200000.0;t;bad
434;b;58,58;2.71;u;g;c;v;2.415;a;f;f;t;g;320.0;f;f;220,3471854;14,59216034;320000.0;t;bad
435;b;19;f;y;p;ff;ff;f;a;t;4;f;g;45.0;t;f;73,85725238;-0,730778117;45000.0;t;bad
436;b;19,58;0.585;u;g;ff;ff;f;c;t;3;f;g;350.0;769;f;74,94018623;2,845777224;350000.0;t;bad
437;a;53,33;0.165;u;g;ff;ff;f;a;f;f;t;s;62.0;27;f;201,1611527;-1,01053548;62000.0;t;bad
438;a;27,17;1.25;u;g;ff;ff;f;a;t;t;f;g;92.0;300;f;104,4945842;7,902754371;92000.0;t;bad
439;b;25,92;0.875;u;g;k;v;0.375;c;t;2;t;g;174.0;3;f;98,06987677;5,93352521;174000.0;?;bad
440;b;23,08;f;u;g;k;v;t;c;t;11;f;s;f;f;f;89,11849199;-1,842044474;f;t;bad
441;b;39,58;5.0;u;g;ff;ff;f;c;t;2;f;g;17.0;t;f;151,3919437;28,85955714;17000.0;t;bad
442;b;30,58;2.71;y;p;m;v;0.125;a;f;f;t;s;80.0;f;f;117,2533594;13,46075605;80000.0;?;bad
443;b;17,25;3.0;u;g;k;v;0.04;b;f;f;t;g;160.0;40;f;66,06332912;16,63774203;160000.0;t;bad
